"","customer_id","loan_request_id","principle_amount_paid","penalty_paid","bank_electronic_repayments_id","bank_electonic_payment_id","amount","credit_date"
"6014",11040,6886,350,0,6441,6441,350,"2016-11-11 00:00:00"
"6015",11040,8654,10000,0,8806,8806,10000,"2016-12-09 00:00:00"
"6016",11040,11015,10000,0,11678,11678,10000,"2017-01-10 00:00:00"
"6017",11040,14037,10000,0,12965,12965,10000,"2017-01-24 00:00:00"
"6018",11040,15812,10000,0,15654,15654,10000,"2017-02-09 00:00:00"
"6019",11040,18314,8333,0,20911,20911,8333,"2017-03-10 00:00:00"
"6020",11040,18314,8333,0,27888,27888,8333,"2017-04-11 00:00:00"
"6021",11040,18314,8334,0,36035,36035,8334,"2017-05-11 00:00:00"
"6022",11040,35106,15000,0,45309,45309,15000,"2017-06-09 00:00:00"
"6023",11040,42805,8333,0,56923,56923,8333,"2017-07-11 00:00:00"
"6024",11040,42805,8333,0,76373,76373,8333,"2017-08-10 00:00:00"
"6025",11040,42805,8334,0,89600,89600,8334,"2017-09-08 00:00:00"
"6026",11040,119023,10000,0,200006,200006,10000,"2018-02-21 00:00:00"
"6027",11049,19298,10000,0,17390,17390,15000,"2017-02-24 00:00:00"
"6028",11049,19795,5000,0,17390,17390,15000,"2017-02-24 00:00:00"
"6029",11049,21468,10000,0,22956,22956,15000,"2017-03-24 00:00:00"
"6030",11049,24338,5000,0,22956,22956,15000,"2017-03-24 00:00:00"
"6031",11049,27776,10000,350,30582,30582,15000,"2017-04-25 00:00:00"
"6032",11049,29393,4650,0,30582,30582,15000,"2017-04-25 00:00:00"
"6033",11049,29393,350,0,31110,31110,350,"2017-04-27 00:00:00"
"6034",11049,33775,20000,0,39066,39066,30000,"2017-05-25 00:00:00"
"6035",11049,37019,10000,0,39066,39066,30000,"2017-05-25 00:00:00"
"6036",11049,38410,10000,0,48979,48979,10000,"2017-06-23 00:00:00"
"6037",11049,38410,10000,0,61663,61663,10000,"2017-07-26 00:00:00"
"6038",11049,38410,10000,0,80904,80904,10000,"2017-08-24 00:00:00"
"6039",11049,111737,10000,0,175093,175093,15000,"2018-01-25 00:00:00"
"6040",11049,118670,5000,0,175093,175093,15000,"2018-01-25 00:00:00"
"6041",11049,133846,15000,0,201715,201715,15000,"2018-02-23 00:00:00"
"6042",11049,136417,15000,0,221437,221437,15000,"2018-03-12 00:00:00"
"6043",11049,144902,10000,0,230851,230851,20000,"2018-03-23 00:00:00"
"6044",11049,147483,10000,0,230851,230851,20000,"2018-03-23 00:00:00"
"6045",11071,983,10000,170,843,843,10170,"2016-06-17 00:00:00"
"6046",11071,1465,10000,170,1355,1355,10170,"2016-07-11 00:00:00"
"6047",11071,1927,10000,170,1900,1900,10170,"2016-08-02 00:00:00"
"6048",11071,2628,10000,800,3048,3048,10800,"2016-09-12 00:00:00"
"6049",11071,4093,10000,350,4552,4552,10350,"2016-10-14 00:00:00"
"6050",11071,6168,9800,750,7214,7214,10550,"2016-11-23 00:00:00"
"6051",11071,6168,200,0,7303,7303,200,"2016-11-24 00:00:00"
"6052",11071,9608,10000,0,10694,10694,10000,"2017-01-02 00:00:00"
"6053",11071,16304,8333,0,18580,18580,8333,"2017-03-01 00:00:00"
"6054",11071,16304,8333,0,24345,24345,8333,"2017-03-31 00:00:00"
"6055",11071,16304,8334,0,30003,30003,8334,"2017-04-21 00:00:00"
"6056",11071,30361,8333,333,39868,39868,8666,"2017-05-29 00:00:00"
"6057",11071,30361,8333,0,54472,54472,8333,"2017-07-05 00:00:00"
"6058",11071,30361,8334,833,62443,62443,9167,"2017-07-28 00:00:00"
"6059",11071,56998,8333,0,90025,90025,8333,"2017-09-11 00:00:00"
"6060",11071,56998,0,333,94568,94568,333,"2017-09-20 00:00:00"
"6061",11071,56998,8333,0,103572,103572,8333,"2017-10-05 00:00:00"
"6062",11071,56998,8334,0,107464,107464,8334,"2017-10-13 00:00:00"
"6063",11071,77776,8333,333,128818,128818,8666,"2017-11-22 00:00:00"
"6064",11071,77776,16666,0,145368,145368,16666,"2017-12-14 00:00:00"
"6065",11071,77776,1,0,145545,145545,1,"2017-12-14 00:00:00"
"6066",11071,100346,8333,500,178375,178375,8833,"2018-01-30 00:00:00"
"6067",11071,100346,16666,0,191019,191019,16666,"2018-02-09 00:00:00"
"6068",11071,100346,1,0,191123,191123,1,"2018-02-09 00:00:00"
"6069",11071,128703,8333,333,228279,228279,8666,"2018-03-20 00:00:00"
"6070",11075,1155,10000,0,887,887,10000,"2016-06-21 00:00:00"
"6071",11075,1584,10000,0,1417,1417,10000,"2016-07-12 00:00:00"
"6072",11075,2163,10000,0,1736,1736,10000,"2016-07-28 00:00:00"
"6073",11075,2596,5000,0,2107,2107,5000,"2016-08-09 00:00:00"
"6074",11075,2844,5000,0,2455,2455,5000,"2016-08-29 00:00:00"
"6075",11075,3305,5000,0,2867,2867,5000,"2016-09-06 00:00:00"
"6076",11075,3674,5000,0,3244,3244,5000,"2016-09-19 00:00:00"
"6077",11075,4375,5000,0,3733,3733,5000,"2016-09-30 00:00:00"
"6078",11075,4396,5000,0,3741,3741,5000,"2016-09-30 00:00:00"
"6079",11075,8095,5000,0,7044,7044,5000,"2016-11-19 00:00:00"
"6080",11075,9186,5000,0,7975,7975,5000,"2016-12-01 00:00:00"
"6081",11075,10974,5000,0,9823,9823,5000,"2016-12-26 00:00:00"
"6082",11075,12333,5000,0,10239,10239,5000,"2016-12-30 00:00:00"
"6083",11075,12528,5000,0,11754,11754,5000,"2017-01-10 00:00:00"
"6084",11075,14736,5000,0,13356,13356,5000,"2017-01-30 00:00:00"
"6085",11075,39952,5000,175,49948,49948,5175,"2017-06-28 00:00:00"
"6086",11075,43059,5000,0,49954,49954,5000,"2017-06-28 00:00:00"
"6087",11075,46720,5000,0,54042,54042,5000,"2017-07-04 00:00:00"
"6088",11075,46780,5000,0,55504,55504,5000,"2017-07-07 00:00:00"
"6089",11075,48758,5000,0,55515,55515,5000,"2017-07-07 00:00:00"
"6090",11075,52177,10000,0,65603,65603,10000,"2017-08-01 00:00:00"
"6091",11075,55991,10000,0,77887,77887,10000,"2017-08-16 00:00:00"
"6092",11075,61020,10000,0,84063,84063,10000,"2017-08-31 00:00:00"
"6093",11075,68518,10000,0,99072,99072,10000,"2017-09-29 00:00:00"
"6094",11075,74165,10000,0,108905,108905,10000,"2017-10-17 00:00:00"
"6095",11075,86202,10000,0,138065,138065,10000,"2017-12-04 00:00:00"
"6096",11075,86202,0,340,141568,141568,340,"2017-12-08 00:00:00"
"6097",11075,98791,10000,0,150076,150076,10000,"2017-12-22 00:00:00"
"6098",11139,2238,10000,350,2265,2265,10350,"2016-08-17 00:00:00"
"6099",11139,2965,10000,0,2691,2691,10000,"2016-09-01 00:00:00"
"6100",11139,4035,20000,700,3825,3825,20700,"2016-10-01 00:00:00"
"6101",11139,6059,25000,875,5555,5555,25875,"2016-10-31 00:00:00"
"6102",11139,8748,25000,0,7961,7961,25000,"2016-12-01 00:00:00"
"6103",11139,10404,25000,0,10659,10659,25000,"2017-01-02 00:00:00"
"6104",11146,18297,11666,0,17906,17906,11666,"2017-02-28 00:00:00"
"6105",11146,18297,11666,700,31237,31237,12366,"2017-04-28 00:00:00"
"6106",11146,18297,11668,0,37788,37788,11668,"2017-05-18 00:00:00"
"6107",11146,18297,0,467,37790,37790,467,"2017-05-18 00:00:00"
"6108",11146,37813,11666,0,51135,51135,11666,"2017-06-30 00:00:00"
"6109",11146,37813,11666,0,63581,63581,11666,"2017-07-31 00:00:00"
"6110",11146,37813,11668,0,80018,80018,11668,"2017-08-22 00:00:00"
"6111",11146,61771,11666,0,97490,97490,11666,"2017-09-28 00:00:00"
"6112",11146,61771,11666,467,115181,115181,12133,"2017-10-31 00:00:00"
"6113",11146,61771,11668,0,117904,117904,11668,"2017-11-02 00:00:00"
"6114",11146,83995,11666,0,133643,133643,11666,"2017-11-30 00:00:00"
"6115",11146,83995,11666,0,154492,154492,11666,"2017-12-29 00:00:00"
"6116",11146,83995,11668,0,161487,161487,11668,"2018-01-05 00:00:00"
"6117",11146,118590,13333,0,206037,206037,13333,"2018-02-28 00:00:00"
"6118",11146,118590,13333,0,234061,234061,13333,"2018-03-27 00:00:00"
"6119",11179,1283,30000,510,1135,1135,30510,"2016-07-01 00:00:00"
"6120",11179,1691,30000,510,1588,1588,30510,"2016-07-21 00:00:00"
"6121",11179,2203,30000,2400,2700,2700,32400,"2016-09-02 00:00:00"
"6122",11179,12105,30000,0,11171,11171,30000,"2017-01-05 00:00:00"
"6123",11179,13503,25000,0,14815,14815,25000,"2017-02-03 00:00:00"
"6124",11179,13503,2250,0,25883,25883,2250,"2017-04-04 00:00:00"
"6125",11179,13503,47750,2500,25896,25896,50250,"2017-04-04 00:00:00"
"6126",11179,27515,25000,1500,38123,38123,26500,"2017-05-20 00:00:00"
"6127",11179,27515,25000,0,42243,42243,25000,"2017-06-02 00:00:00"
"6128",11179,27515,25000,0,48412,48412,25000,"2017-06-21 00:00:00"
"6129",11179,45116,26668,0,61449,61449,26668,"2017-07-25 00:00:00"
"6130",11179,45116,26666,0,79794,79794,26666,"2017-08-21 00:00:00"
"6131",11179,45116,26666,0,80715,80715,26668,"2017-08-24 00:00:00"
"6132",11179,62252,26666,1067,101740,101740,27733,"2017-10-04 00:00:00"
"6133",11179,62252,53334,0,103748,103748,53334,"2017-10-06 00:00:00"
"6134",11179,75457,14100,0,122785,122785,14100,"2017-11-09 00:00:00"
"6135",11179,75457,14086,0,138360,138360,14086,"2017-12-04 00:00:00"
"6136",11179,75457,56374,0,160161,160161,56374,"2018-01-03 00:00:00"
"6137",11179,109975,15855,0,183418,183418,15855,"2018-02-02 00:00:00"
"6138",11179,109975,15866,634,226207,226207,16500,"2018-03-17 00:00:00"
"6139",11179,109975,63409,0,244520,244520,63409,"2018-04-04 00:00:00"
"6140",11188,856,10000,340,1204,1204,10340,"2016-07-04 00:00:00"
"6141",11190,887,35000,0,715,715,35000,"2016-06-10 00:00:00"
"6142",11190,1564,0,170,1391,1391,170,"2016-07-12 00:00:00"
"6143",11190,1564,9575,425,1392,1392,10000,"2016-07-12 00:00:00"
"6144",11190,1564,25425,0,1400,1400,25425,"2016-07-12 00:00:00"
"6145",11190,1565,10000,170,1405,1405,10170,"2016-07-12 00:00:00"
"6146",11190,1915,10000,0,1643,1643,10000,"2016-07-25 00:00:00"
"6147",11190,1915,20000,0,1647,1647,20000,"2016-07-25 00:00:00"
"6148",11190,2106,15000,0,1823,1823,15000,"2016-08-01 00:00:00"
"6149",11190,2384,30000,0,2147,2147,30000,"2016-08-10 00:00:00"
"6150",11190,2464,15000,0,2199,2199,15000,"2016-08-16 00:00:00"
"6151",11190,2884,5000,0,2447,2447,5000,"2016-08-29 00:00:00"
"6152",11190,2884,25000,1050,3007,3007,26050,"2016-09-09 00:00:00"
"6153",11190,3234,5000,0,3017,3017,5000,"2016-09-12 00:00:00"
"6154",11190,3234,10000,0,3032,3032,10000,"2016-09-12 00:00:00"
"6155",11190,3895,5000,0,3447,3447,5000,"2016-09-26 00:00:00"
"6156",11190,3895,25000,1050,4409,4409,26050,"2016-10-10 00:00:00"
"6157",11190,3985,0,525,4419,4419,525,"2016-10-10 00:00:00"
"6158",11190,3985,15000,0,4421,4421,15000,"2016-10-10 00:00:00"
"6159",11190,4820,5000,175,4976,4976,5175,"2016-10-25 00:00:00"
"6160",11190,5842,12800,2200,6423,6423,15000,"2016-11-11 00:00:00"
"6161",11190,5842,25000,0,6442,6442,25000,"2016-11-11 00:00:00"
"6162",11190,5842,2200,0,6598,6598,5200,"2016-11-14 00:00:00"
"6163",11190,6876,2825,175,6598,6598,5200,"2016-11-14 00:00:00"
"6164",11190,6876,2175,0,6620,6620,2175,"2016-11-14 00:00:00"
"6165",11190,8701,45000,0,8889,8889,45000,"2016-12-12 00:00:00"
"6166",11190,11141,28333,0,11784,11784,28333,"2017-01-10 00:00:00"
"6167",11190,11141,56667,0,12312,12312,56700,"2017-01-17 00:00:00"
"6168",11190,14845,110000,2933,21009,21009,113000,"2017-03-10 00:00:00"
"6169",11190,23534,36666,334,35748,35748,37000,"2017-05-10 00:00:00"
"6170",11190,23534,73334,3332,36305,36305,76700,"2017-05-12 00:00:00"
"6171",11190,45896,33333,0,56733,56733,33333,"2017-07-11 00:00:00"
"6172",11190,45896,33333,0,78501,78501,33333,"2017-08-17 00:00:00"
"6173",11190,45896,33333,0,95540,95540,33333,"2017-09-25 00:00:00"
"6174",11190,45896,1,0,95901,95901,10,"2017-09-25 00:00:00"
"6175",11190,71207,17616,0,110064,110064,17616,"2017-10-20 00:00:00"
"6176",11190,71207,17616,0,128774,128774,17616,"2017-11-22 00:00:00"
"6177",11190,71207,70468,0,144172,144172,70500,"2017-12-12 00:00:00"
"6178",11190,99692,17700,0,171529,171529,17700,"2018-01-19 00:00:00"
"6179",11190,99692,17900,0,192896,192896,17900,"2018-02-12 00:00:00"
"6180",11190,99692,17800,0,226249,226249,17800,"2018-03-17 00:00:00"
"6181",11193,1362,9490,510,1427,1427,10000,"2016-07-13 00:00:00"
"6182",11193,1362,4990,0,1940,1940,4990,"2016-08-02 00:00:00"
"6183",11193,1362,520,0,1951,1951,520,"2016-08-03 00:00:00"
"6184",11193,36221,18333,0,46909,46909,18333,"2017-06-15 00:00:00"
"6185",11193,36221,18333,0,58917,58917,18333,"2017-07-17 00:00:00"
"6186",11193,36221,18334,0,77680,77680,18334,"2017-08-14 00:00:00"
"6187",11193,65362,18333,0,100469,100469,18333,"2017-10-03 00:00:00"
"6188",11193,65362,18334,0,119949,119949,18334,"2017-11-06 00:00:00"
"6189",11193,65362,18333,0,136186,136186,18333,"2017-12-01 00:00:00"
"6190",11193,105634,15000,0,177460,177460,15000,"2018-01-29 00:00:00"
"6191",11193,105634,15000,0,204310,204310,15000,"2018-02-27 00:00:00"
"6192",11193,105634,15000,0,218089,218089,15000,"2018-03-08 00:00:00"
"6193",11230,867,15000,0,651,651,15000,"2016-06-08 00:00:00"
"6194",11230,1262,14775,0,976,976,14775,"2016-06-28 00:00:00"
"6195",11230,1262,225,0,1019,1019,225,"2016-06-29 00:00:00"
"6196",11230,2077,15000,525,2240,2240,15525,"2016-08-17 00:00:00"
"6197",11230,3296,15000,525,3468,3468,15525,"2016-09-27 00:00:00"
"6198",11230,78308,18333,0,125393,125393,18333,"2017-11-15 00:00:00"
"6199",11230,78308,18333,0,145797,145797,18333,"2017-12-15 00:00:00"
"6200",11230,78308,18334,0,168049,168049,18334,"2018-01-15 00:00:00"
"6201",11368,1052,5000,170,1597,1597,5170,"2016-07-21 00:00:00"
"6202",11421,4405,10000,0,3849,3849,10000,"2016-10-01 00:00:00"
"6203",11421,5181,10000,350,5235,5235,10350,"2016-10-28 00:00:00"
"6204",11421,7225,10000,550,8531,8531,10550,"2016-12-06 00:00:00"
